NO_OF_FRAMES	720
NO_OF_CAMERAS	7
NO_OF_MARKERS	2
FREQUENCY	120
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-06-17, 08:53:44	912.56663253
DATA_INCLUDED	3D
MARKER_NAMES	right_knee	right_ankle
Frame	Time	right_knee X	right_knee Y	right_knee Z	right_ankle X	right_ankle Y	right_ankle Z	
378	3.15000	359.540	926.515	469.401	372.021	862.600	93.221
379	3.15833	355.351	923.467	469.705	371.294	862.123	93.229
380	3.16667	351.322	920.332	470.001	370.776	861.609	93.292
381	3.17500	347.543	916.960	470.200	370.390	860.904	93.368
382	3.18333	344.337	913.898	470.253	370.263	860.156	93.577
383	3.19167	341.561	911.403	470.092	369.935	859.353	93.558
384	3.20000	338.504	908.777	469.990	370.017	858.672	93.680
385	3.20833	335.676	906.187	469.994	369.964	857.951	93.953
386	3.21667	333.053	903.971	469.781	369.849	857.200	94.087
387	3.22500	330.180	901.660	469.743	369.661	856.645	94.118
388	3.23333	327.406	899.244	469.652	369.513	856.126	94.451
389	3.24167	324.725	897.091	469.592	369.354	855.803	94.543
390	3.25000	322.029	894.909	469.636	369.259	855.539	94.676
391	3.25833	319.357	892.690	469.531	369.232	855.407	94.654
392	3.26667	316.760	890.661	469.771	369.297	856.543	94.491
393	3.27500	314.841	888.986	469.701	369.498	856.004	94.443
394	3.28333	312.512	887.251	469.674	369.498	855.440	94.721
395	3.29167	310.738	885.537	469.574	369.740	854.788	94.682
396	3.30000	309.137	883.993	469.697	369.767	854.496	94.816
397	3.30833	307.849	882.971	469.885	369.843	854.295	94.998
398	3.31667	306.912	882.018	470.334	369.931	854.072	95.141
399	3.32500	305.301	880.601	470.394	369.871	853.901	95.171
400	3.33333	303.632	879.286	470.520	369.981	853.787	95.421
401	3.34167	301.844	877.820	470.554	369.814	853.621	95.560
402	3.35000	300.453	876.555	470.715	369.739	853.548	95.624
403	3.35833	298.929	875.210	470.823	369.676	853.458	95.736
404	3.36667	297.253	873.647	470.972	369.616	853.347	95.831
405	3.37500	295.755	872.291	470.966	369.619	853.192	95.973
406	3.38333	294.225	870.677	471.202	369.626	853.121	96.068
407	3.39167	292.496	869.209	471.065	369.615	853.022	96.127
408	3.40000	291.042	867.644	471.326	369.528	852.811	96.166
409	3.40833	289.501	866.068	471.482	369.433	852.574	96.406
410	3.41667	287.834	864.353	471.527	369.355	852.344	96.404
411	3.42500	286.150	862.729	471.640	369.130	852.075	96.666
412	3.43333	284.654	861.189	471.593	369.233	852.027	96.769
413	3.44167	283.425	859.774	471.464	369.178	851.790	96.944
414	3.45000	281.559	857.998	471.462	369.121	851.641	97.118
415	3.45833	280.006	856.369	471.550	369.039	851.408	97.232
416	3.46667	278.299	854.622	471.467	368.902	851.214	97.434
417	3.47500	276.509	852.795	471.330	368.829	851.066	97.595
418	3.48333	275.172	851.276	471.085	368.702	850.818	97.758
419	3.49167	273.340	849.643	471.282	368.590	850.649	97.928
420	3.50000	271.851	847.814	471.090	368.516	850.551	98.096
421	3.50833	270.150	845.969	470.614	368.326	850.363	98.218
422	3.51667	268.298	844.214	470.525	368.456	850.214	98.422
423	3.52500	266.856	842.524	470.466	368.236	850.055	98.675
424	3.53333	265.132	840.545	470.232	368.160	849.824	98.777
425	3.54167	263.580	839.067	470.262	368.122	849.720	99.006
426	3.55000	261.470	838.720	470.486	368.093	849.570	99.399
427	3.55833	260.161	835.251	469.917	367.890	849.344	99.446
428	3.56667	258.130	835.282	470.232	367.730	849.357	99.864
429	3.57500	256.897	831.472	469.589	367.640	849.201	99.983
430	3.58333	254.757	831.525	470.070	367.516	848.996	100.237
431	3.59167	253.261	829.339	469.728	367.397	848.859	100.413
432	3.60000	251.109	827.559	469.548	367.292	848.721	100.595
433	3.60833	249.711	825.315	469.194	367.226	848.574	100.768
434	3.61667	247.962	823.271	469.364	367.092	848.396	100.963
435	3.62500	246.531	821.293	468.786	367.093	848.168	101.205
436	3.63333	244.473	818.785	468.585	367.092	847.987	101.434
437	3.64167	243.065	816.764	468.160	366.923	847.673	101.708
438	3.65000	241.147	814.795	468.362	366.948	847.346	101.965
439	3.65833	239.546	812.800	468.020	366.740	846.970	102.331
440	3.66667	238.389	811.414	469.225	366.719	846.647	102.671
441	3.67500	236.860	809.193	468.964	366.689	846.350	103.014
442	3.68333	235.610	806.883	468.654	366.645	846.020	103.336
443	3.69167	233.648	804.939	468.553	366.466	845.773	103.795
444	3.70000	232.188	802.413	468.024	366.374	845.381	104.065
445	3.70833	230.390	799.693	467.710	366.362	845.118	104.341
446	3.71667	229.211	797.529	467.434	366.313	844.794	104.829
447	3.72500	227.407	795.286	467.154	366.162	844.280	105.284
448	3.73333	225.721	793.039	467.194	366.166	843.967	105.723
449	3.74167	224.418	790.049	466.319	366.055	843.581	106.233
450	3.75000	222.851	787.730	466.582	366.007	843.093	106.783
451	3.75833	221.666	785.110	466.282	365.941	842.734	107.580
452	3.76667	219.855	782.471	466.050	365.800	842.212	108.213
453	3.77500	218.256	780.073	466.059	365.729	841.824	108.947
454	3.78333	216.753	777.047	465.602	365.545	841.541	109.679
455	3.79167	215.351	774.533	465.699	365.195	841.064	110.309
456	3.80000	213.533	771.887	465.869	364.851	840.818	111.037
457	3.80833	212.360	769.157	465.668	364.524	840.473	111.829
458	3.81667	210.205	766.017	465.578	364.202	839.904	112.850
459	3.82500	208.751	763.215	465.786	363.935	839.404	113.945
460	3.83333	206.794	760.268	466.008	363.571	839.075	115.022
461	3.84167	205.183	756.843	466.113	362.980	838.425	116.499
462	3.85000	202.845	753.343	466.531	362.472	837.989	117.692
463	3.85833	200.653	749.909	466.721	361.812	837.568	119.418
464	3.86667	197.953	746.149	466.880	360.970	837.022	121.116
465	3.87500	195.313	742.291	467.273	359.854	836.326	123.026
466	3.88333	192.136	737.922	467.759	358.685	835.836	125.039
467	3.89167	188.561	733.252	468.123	357.439	835.091	127.478
468	3.90000	184.811	728.285	468.678	355.906	834.162	130.014
469	3.90833	180.401	723.131	469.127	354.010	833.548	133.370
470	3.91667	175.531	717.454	469.851	351.904	832.289	136.501
471	3.92500	169.823	711.112	470.731	349.494	830.907	140.325
472	3.93333	163.684	704.811	471.238	346.474	829.131	144.427
473	3.94167	156.800	697.881	471.961	343.068	827.188	148.987
474	3.95000	149.461	690.607	473.037	339.317	824.821	153.901
475	3.95833	141.727	683.344	474.236	335.426	822.129	159.066
476	3.96667	133.460	675.624	474.858	331.538	818.674	164.692
477	3.97500	124.954	667.751	476.045	327.285	815.339	170.845
478	3.98333	116.330	659.735	477.082	323.259	811.224	177.216
479	3.99167	107.591	651.688	477.970	319.248	806.657	183.944
480	4.00000	99.035	643.381	479.462	315.089	801.561	191.218
481	4.00833	90.150	634.600	480.945	312.731	796.012	200.022
482	4.01667	81.781	625.871	482.657	308.639	790.134	207.886
483	4.02500	73.155	617.209	484.470	305.044	784.120	216.558
484	4.03333	64.886	608.536	486.438	301.640	777.901	225.607
485	4.04167	56.864	599.814	488.693	298.338	771.222	234.773
486	4.05000	48.904	590.996	491.609	295.482	765.312	244.931
487	4.05833	41.132	582.598	494.264	292.122	758.320	254.681
488	4.06667	33.328	574.081	497.282	288.646	751.077	264.125
489	4.07500	25.734	565.187	500.329	284.575	743.813	273.284
490	4.08333	18.245	556.404	503.630	280.483	736.345	282.417
491	4.09167	10.744	547.893	506.637	276.282	728.824	291.208
492	4.10000	3.643	539.562	509.135	271.687	721.280	299.619
493	4.10833	-3.095	531.413	512.398	267.131	713.656	307.612
494	4.11667	-11.082	522.455	513.900	262.289	706.055	314.747
495	4.12500	-17.463	514.052	516.516	257.253	698.531	321.633
496	4.13333	-23.513	505.537	519.352	252.149	690.939	327.918
497	4.14167	-30.102	496.253	522.834	246.679	683.357	333.060
498	4.15000	-35.860	488.336	525.709	241.162	675.888	338.063
499	4.15833	-41.988	480.351	528.232	235.391	668.077	341.788
500	4.16667	-47.996	472.379	530.940	229.606	660.471	344.847
501	4.17500	-53.176	464.582	533.020	223.569	652.977	347.411
502	4.18333	-58.733	457.136	535.270	217.364	645.316	348.719
503	4.19167	-63.986	449.590	537.563	210.977	637.736	349.464
504	4.20000	-69.481	442.565	539.543	204.179	630.165	349.534
505	4.20833	-74.752	435.234	541.337	197.383	622.253	348.588
506	4.21667	-79.793	428.167	542.744	190.027	614.761	347.029
507	4.22500	-84.832	421.487	544.656	182.803	606.857	344.409
508	4.23333	-89.961	414.682	545.740	175.085	598.986	341.421
509	4.24167	-94.938	408.366	546.792	167.122	591.243	337.493
510	4.25000	-99.807	401.729	548.014	158.953	583.206	332.989
511	4.25833	-104.595	395.412	548.620	150.252	575.375	327.827
512	4.26667	-109.280	389.313	549.476	141.153	567.024	321.635
513	4.27500	-114.021	383.133	550.123	131.955	558.768	315.281
514	4.28333	-118.748	377.147	550.397	122.497	550.263	308.193
515	4.29167	-123.118	371.582	550.363	112.585	541.493	300.367
516	4.30000	-127.439	365.961	550.350	101.983	531.997	291.909
517	4.30833	-131.599	360.833	550.121	91.313	522.883	283.124
518	4.31667	-135.667	355.564	549.651	80.509	513.329	274.470
519	4.32500	-139.550	350.530	549.515	69.180	503.840	264.931
520	4.33333	-143.250	345.818	548.975	55.936	494.077	254.836
521	4.34167	-146.918	341.240	547.987	44.096	483.860	244.866
522	4.35000	-150.232	337.142	546.931	32.209	473.646	235.686
523	4.35833	-153.614	333.108	545.433	19.870	462.828	226.045
524	4.36667	-156.976	329.307	543.847	7.730	452.253	216.763
525	4.37500	-160.101	325.779	542.385	-5.046	441.133	207.473
526	4.38333	-162.820	322.461	540.783	-17.993	429.591	198.307
527	4.39167	-165.664	319.303	539.023	-31.048	418.340	189.428
528	4.40000	-168.285	316.506	536.933	-44.311	406.335	181.135
529	4.40833	-171.028	313.715	534.909	-57.803	394.614	173.237
530	4.41667	-173.693	310.919	532.931	-71.335	382.442	166.262
531	4.42500	-176.347	308.288	530.778	-85.043	370.564	159.733
532	4.43333	-179.143	305.572	528.411	-98.952	358.564	153.902
533	4.44167	-182.235	302.698	526.578	-112.681	347.061	148.869
534	4.45000	-185.483	299.778	524.809	-126.577	335.295	144.280
535	4.45833	-188.882	296.918	522.927	-140.366	323.882	140.447
536	4.46667	-192.250	294.107	520.917	-154.177	312.675	137.058
537	4.47500	-195.859	291.218	519.307	-167.765	301.778	134.188
538	4.48333	-199.675	288.257	517.909	-180.921	290.932	132.140
539	4.49167	-203.414	285.657	516.264	-193.555	280.328	129.912
540	4.50000	-207.975	282.784	515.107	-206.053	270.200	128.662
541	4.50833	-212.725	280.128	514.130	-218.149	260.551	127.518
542	4.51667	-217.173	277.198	513.274	-230.334	250.347	126.914
543	4.52500	-221.347	274.568	512.272	-241.602	240.764	126.588
544	4.53333	-225.324	272.083	511.373	-252.469	231.358	126.704
545	4.54167	-229.212	269.737	510.539	-262.712	221.226	127.470
546	4.55000	-232.898	267.766	509.488	-272.688	212.479	127.939
547	4.55833	-236.702	265.773	508.501	-282.189	204.060	128.603
548	4.56667	-240.776	263.728	507.611	-291.141	196.410	128.375
549	4.57500	-244.846	261.258	506.701	-299.203	188.731	128.926
550	4.58333	-249.021	258.478	505.797	-306.654	181.364	129.418
551	4.59167	-253.685	255.740	505.153	-313.541	174.896	129.897
552	4.60000	-258.432	252.183	504.389	-319.869	169.240	130.070
553	4.60833	-263.664	247.913	504.251	-326.310	163.595	130.218
554	4.61667	-269.254	243.589	504.234	-332.063	158.775	130.524
555	4.62500	-274.665	239.065	503.826	-337.821	154.505	130.645
556	4.63333	-280.418	234.361	503.457	-343.488	150.248	130.692
557	4.64167	-285.910	230.214	503.407	-349.050	146.500	130.319
558	4.65000	-291.289	226.090	502.933	-354.749	142.638	129.960
559	4.65833	-296.722	222.092	502.011	-360.407	138.872	129.264
560	4.66667	-301.597	218.633	501.095	-366.146	135.550	128.333
561	4.67500	-306.781	215.086	500.021	-371.656	132.273	127.302
562	4.68333	-311.740	211.986	498.847	-377.287	128.932	126.227
563	4.69167	-316.674	208.433	497.517	-382.528	125.804	125.113
564	4.70000	-321.610	205.075	496.419	-387.422	123.231	123.712
565	4.70833	-326.526	201.678	495.023	-391.882	120.751	121.949
566	4.71667	-331.200	198.453	493.678	-395.911	118.699	120.148
567	4.72500	-336.058	195.165	491.857	-399.721	116.595	118.426
568	4.73333	-340.668	191.965	490.444	-402.798	115.220	116.160
569	4.74167	-345.328	188.616	488.613	-405.431	113.965	113.989
570	4.75000	-349.573	185.810	486.761	-408.041	112.725	111.729
571	4.75833	-353.917	183.094	484.522	-410.235	111.497	109.170
572	4.76667	-357.994	180.410	482.263	-411.982	110.258	106.989
573	4.77500	-362.032	177.987	480.336	-413.609	108.558	104.865
574	4.78333	-365.988	176.053	477.994	-415.827	106.400	103.016
575	4.79167	-370.236	173.799	476.404	-418.160	104.379	101.818
576	4.80000	-373.880	172.734	475.946	-421.031	102.656	100.557
577	4.80833	-379.018	169.908	475.399	-423.756	101.149	99.440
578	4.81667	-384.378	167.006	474.982	-425.802	99.794	98.980
579	4.82500	-389.810	164.065	474.772	-427.767	98.355	98.394
580	4.83333	-395.211	160.948	474.820	-429.893	97.089	97.867
581	4.84167	-400.496	157.856	474.961	-431.723	96.349	97.354
582	4.85000	-405.616	155.050	475.282	-433.656	95.627	96.787
583	4.85833	-410.592	152.703	474.948	-435.202	95.126	96.531
584	4.86667	-415.206	150.616	474.577	-436.757	94.619	95.964
585	4.87500	-419.403	148.724	474.549	-438.343	93.882	95.319
586	4.88333	-423.623	146.639	474.202	-439.628	93.218	94.810
587	4.89167	-427.681	144.757	474.171	-440.520	92.790	94.713
588	4.90000	-431.300	143.011	474.255	-441.382	92.367	94.149
589	4.90833	-435.224	141.116	474.151	-442.254	92.043	93.819
590	4.91667	-438.843	139.294	474.464	-443.197	91.686	93.542
591	4.92500	-442.365	137.495	474.410	-443.868	91.469	93.377
592	4.93333	-445.835	135.820	474.781	-444.591	91.298	93.388
593	4.94167	-449.341	134.120	474.724	-444.963	91.405	93.390
594	4.95000	-452.402	132.648	475.030	-445.436	91.213	93.412
595	4.95833	-455.529	131.427	475.031	-445.764	91.279	93.426
596	4.96667	-458.305	130.218	475.426	-446.032	91.410	93.323
597	4.97500	-461.054	129.134	475.441	-446.282	91.034	93.193
598	4.98333	-463.565	128.063	475.622	-446.468	91.092	93.235
599	4.99167	-465.875	127.086	475.782	-446.614	91.079	93.299
600	5.00000	-468.039	126.196	475.831	-446.745	91.045	93.297
601	5.00833	-470.124	125.233	475.980	-446.878	90.922	93.319
602	5.01667	-472.113	124.450	476.047	-447.040	90.920	93.389
603	5.02500	-474.054	123.670	476.114	-447.251	90.674	93.517
604	5.03333	-476.022	122.872	476.124	-447.402	90.550	93.600
605	5.04167	-477.727	122.185	476.160	-447.556	90.433	93.731
606	5.05000	-479.318	121.434	476.320	-447.592	90.447	93.879
607	5.05833	-481.328	120.580	476.460	-447.757	90.187	94.054
608	5.06667	-482.870	119.830	476.546	-447.765	90.204	94.067
609	5.07500	-484.497	119.091	476.598	-448.059	89.949	94.147
610	5.08333	-486.029	118.644	476.612	-448.101	89.860	94.371
611	5.09167	-487.712	118.162	476.539	-448.171	89.728	94.554
612	5.10000	-489.368	117.339	476.609	-448.290	89.455	94.641
613	5.10833	-492.303	114.682	475.691	-448.373	89.168	94.792
614	5.11667	-493.915	113.730	475.798	-448.516	88.967	94.893
615	5.12500	-495.819	112.511	475.534	-448.638	88.777	95.132
616	5.13333	-497.722	111.240	475.413	-448.759	88.408	95.439
617	5.14167	-499.343	109.914	475.327	-448.863	88.028	95.639
618	5.15000	-501.228	108.715	475.334	-448.834	87.652	95.993
619	5.15833	-502.997	107.035	475.321	-448.776	86.963	96.589
620	5.16667	-504.901	105.547	474.970	-448.884	86.398	97.012
621	5.17500	-506.371	103.809	475.177	-448.891	85.702	97.254
622	5.18333	-508.002	102.211	474.898	-448.953	85.126	97.485
623	5.19167	-509.708	101.006	475.031	-449.073	84.621	97.695
624	5.20000	-511.551	98.994	474.501	-449.091	84.144	97.965
625	5.20833	-513.134	97.851	474.685	-449.042	83.886	98.051
626	5.21667	-514.803	96.924	474.777	-449.244	83.378	98.543
627	5.22500	-516.176	96.013	475.043	-449.290	83.122	98.697
628	5.23333	-517.709	94.872	475.087	-449.339	82.633	99.138
629	5.24167	-518.387	95.831	477.350	-449.324	82.232	99.356
630	5.25000	-519.824	94.742	477.730	-449.343	81.892	99.618
631	5.25833	-520.905	93.735	477.740	-449.321	81.476	99.788
632	5.26667	-522.104	92.812	477.594	-449.344	80.952	100.069
633	5.27500	-523.270	91.622	477.600	-449.266	80.844	100.251
634	5.28333	-524.192	90.685	477.607	-449.281	80.545	100.465
635	5.29167	-525.336	89.847	477.649	-449.299	80.278	100.674
636	5.30000	-526.338	89.025	477.761	-449.139	80.063	100.885
637	5.30833	-527.303	88.175	477.579	-449.264	79.664	101.045
638	5.31667	-527.989	87.387	477.521	-449.353	79.295	101.184
639	5.32500	-528.703	86.613	477.473	-449.036	79.014	101.254
640	5.33333	-529.288	85.805	477.320	-449.013	78.792	101.417
641	5.34167	-529.907	84.987	477.203	-448.901	78.382	101.506
642	5.35000	-530.342	84.435	477.231	-448.925	78.351	101.640
643	5.35833	-530.968	83.675	477.089	-448.926	78.091	101.624
644	5.36667	-531.573	82.804	477.098	-448.911	77.739	101.713
645	5.37500	-532.215	82.163	477.250	-448.830	77.621	101.822
646	5.38333	-532.713	81.256	477.040	-448.622	77.280	101.835
647	5.39167	-533.001	80.096	476.827	-448.753	76.804	102.039
648	5.40000	-533.413	79.235	476.716	-448.498	76.697	102.062
649	5.40833	-533.766	78.572	476.554	-448.340	76.293	102.248
650	5.41667	-534.090	77.796	476.631	-448.261	76.070	102.325
651	5.42500	-534.534	77.015	476.615	-448.233	75.889	102.520
652	5.43333	-535.079	76.205	477.034	-448.147	75.533	102.648
653	5.44167	-535.150	75.628	476.871	-448.163	75.430	102.751
654	5.45000	-535.345	74.780	477.113	-448.127	75.296	102.873
655	5.45833	-535.833	73.990	477.110	-448.114	75.196	102.997
656	5.46667	-536.082	73.124	477.183	-448.157	75.150	102.978
657	5.47500	-536.382	72.219	477.292	-448.147	74.894	103.041
658	5.48333	-536.860	71.289	477.712	-448.092	75.036	103.362
659	5.49167	-537.197	70.383	477.775	-448.083	74.630	103.340
660	5.50000	-537.483	69.400	477.821	-448.086	74.790	103.536
661	5.50833	-537.695	68.659	477.802	-448.087	74.682	103.529
662	5.51667	-537.885	67.787	477.874	-448.122	74.665	103.683
663	5.52500	-538.213	66.957	477.685	-447.972	74.568	103.689
664	5.53333	-538.282	66.280	477.595	-447.920	74.894	103.685
665	5.54167	-538.469	65.869	477.832	-447.817	74.628	103.414
666	5.55000	-538.550	65.493	477.607	-447.652	74.638	103.285
667	5.55833	-538.505	65.168	477.459	-447.597	74.612	103.143
668	5.56667	-538.621	64.944	477.430	-447.572	74.911	103.056
669	5.57500	-538.592	64.626	477.369	-447.485	74.609	102.886
670	5.58333	-538.589	64.386	477.305	-447.421	74.676	102.778
671	5.59167	-538.734	64.141	477.517	-447.328	74.726	102.738
672	5.60000	-538.677	63.762	477.628	-447.241	74.676	102.678
673	5.60833	-538.589	63.242	477.766	-447.278	74.638	102.823
674	5.61667	-538.596	62.543	477.839	-447.408	74.887	102.955
675	5.62500	-538.627	61.966	478.116	-447.393	74.840	103.119
676	5.63333	-538.643	61.171	478.255	-447.426	74.659	103.325
677	5.64167	-538.747	60.332	478.417	-447.410	74.805	103.545
678	5.65000	-538.794	59.705	478.504	-447.419	74.679	103.617
679	5.65833	-538.968	59.044	478.868	-447.540	74.471	103.810
680	5.66667	-538.910	58.324	479.014	-447.390	74.549	103.985
681	5.67500	-538.801	57.579	479.237	-447.407	74.407	104.068
682	5.68333	-538.684	56.894	479.333	-447.464	74.290	104.318
683	5.69167	-538.546	56.177	479.573	-447.378	74.276	104.352
684	5.70000	-538.328	55.655	479.831	-447.392	74.171	104.434
685	5.70833	-538.325	55.031	480.269	-447.363	74.032	104.518
686	5.71667	-538.205	54.380	480.289	-447.265	74.067	104.516
687	5.72500	-537.938	53.792	480.387	-447.239	73.877	104.575
688	5.73333	-537.609	53.154	480.371	-447.157	73.836	104.694
689	5.74167	-537.315	52.634	480.440	-447.063	73.738	104.818
690	5.75000	-537.048	52.015	480.451	-446.927	73.678	104.647
691	5.75833	-536.887	51.619	480.594	-446.911	73.502	104.805
692	5.76667	-536.658	50.899	480.773	-446.782	73.492	104.772
693	5.77500	-536.494	50.374	480.736	-446.657	73.466	104.765
694	5.78333	-536.175	49.911	480.697	-446.706	73.415	104.774
695	5.79167	-536.152	49.359	480.684	-446.561	73.476	104.756
696	5.80000	-535.955	48.932	480.705	-446.615	73.395	104.841
697	5.80833	-535.896	48.446	480.616	-446.586	73.458	104.745
698	5.81667	-535.758	48.009	480.714	-446.592	73.406	104.797
699	5.82500	-535.773	47.560	480.928	-446.457	73.289	104.858
700	5.83333	-535.603	46.879	481.137	-446.557	73.492	104.831
701	5.84167	-535.552	46.249	481.134	-446.581	73.284	104.956
702	5.85000	-535.493	45.633	481.328	-446.608	73.243	104.970
703	5.85833	-535.527	45.113	481.334	-446.515	73.234	104.986
704	5.86667	-535.351	44.513	481.516	-446.468	73.115	105.027
705	5.87500	-535.291	43.922	481.545	-446.513	73.028	105.082
706	5.88333	-535.299	43.361	481.688	-446.579	72.881	105.233
707	5.89167	-535.539	42.730	481.936	-446.429	72.895	105.258
708	5.90000	-535.357	42.058	481.824	-446.521	72.570	105.380
709	5.90833	-535.355	41.276	481.646	-446.502	72.569	105.325
710	5.91667	-535.378	40.750	481.828	-446.517	72.504	105.413
711	5.92500	-535.365	40.178	481.759	-446.466	72.393	105.595
712	5.93333	-535.503	39.686	481.703	-446.459	72.479	105.579
713	5.94167	-535.666	38.973	481.579	-446.506	72.378	105.547
714	5.95000	-535.644	38.380	481.539	-446.523	72.195	105.665
715	5.95833	-535.799	37.927	481.694	-446.468	72.166	105.721
716	5.96667	-535.673	37.093	481.644	-446.431	72.038	105.723
717	5.97500	-535.617	36.555	481.730	-446.398	72.084	105.850
718	5.98333	-535.515	36.117	481.571	-446.365	71.726	105.655
719	5.99167	-535.351	35.787	481.603	-446.471	71.532	105.929
720	6.00000	-535.172	35.569	481.471	-446.335	71.693	106.006
